,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding,combined,output,T5_SS1,T5_SS2,T5_result,messages,USE_similarity,SS1_USE,SS2_USE,result_USE
392,ccc59d4b-1e20-4c63-bbdb-a45cff6bc456,Mary has worked at a car dealership for two Year's without selling.,Her boss tells her that she needs to sell a car soon.,One day a couple comes into the dealership and asks to see a car.,"Mary sells them a very big, expensive car.",Mary's boss is happy with her sale.,Mary is sad she sold a car.,1,"Mary has worked at a car dealership for two Year's without selling. Her boss tells her that she needs to sell a car soon. One day a couple comes into the dealership and asks to see a car. Mary sells them a very big, expensive car.",Mary sells the car to the couple and they are very happy.,2.8,1.6,1,"['Mary sells the car to the couple and they are very happy.', ""Mary's boss is happy with her sale."", 'Mary is sad she sold a car.']","(0.4106477, 0.6187773, 2)",0.4106476902961731,0.6187772750854492,2
393,661e7f71-ccc5-4101-a026-32b0ab3c648e,Brie and her cat moved in with her boyfriend and his cat.,The two cats hated each other.,They spent most of their hissing each other.,"One night, six months later, the cats decided to cuddle.",Brie was glad they had become friends.,Brie hated cheese.,1,"Brie and her cat moved in with her boyfriend and his cat. The two cats hated each other. They spent most of their hissing each other. One night, six months later, the cats decided to cuddle.",They snuggled for a while and bonded over a new friend.,2.8,0.0,1,"['They snuggled for a while and bonded over a new friend.', 'Brie was glad they had become friends.', 'Brie hated cheese.']","(0.35515863, 0.14554405, 1)",0.35515862703323364,0.14554405212402344,1
394,efe9f092-1035-4d33-9527-8959d4f71fd4,Tim needed a new kitchen floor.,His was old and cracked.,So he went shopping for new tiles.,He found great tiles and brought them home.,He installed a beautiful new kitchen floor for his home.,Tim returned the tiles to the store the next day.,1,Tim needed a new kitchen floor. His was old and cracked. So he went shopping for new tiles. He found great tiles and brought them home.,Tim loved his new kitchen floor.,3.2,0.8,1,"['Tim loved his new kitchen floor.', 'He installed a beautiful new kitchen floor for his home.', 'Tim returned the tiles to the store the next day.']","(0.59676, 0.4352666, 1)",0.5967599749565125,0.4352666139602661,1
395,ff9b9128-31a9-4a2d-8fe2-b53affce964d,Dave decided one day he wanted to go see a nickelback show.,He ordered a few tickets.,He then invited some of his friends.,"They all went to the show, and had a good time",Dave checks the internet for more concerts the he will like.,Dave took control of the helicopter and landed on the field.,1,"Dave decided one day he wanted to go see a nickelback show. He ordered a few tickets. He then invited some of his friends. They all went to the show, and had a good time",Dave was glad he had gone to see a nickelback show.,0.0,0.0,2,"['Dave was glad he had gone to see a nickelback show.', 'Dave checks the internet for more concerts the he will like.', 'Dave took control of the helicopter and landed on the field.']","(0.562184, 0.35316378, 1)",0.5621839761734009,0.35316377878189087,1
396,3f7f71e4-82a7-4ad4-8bb1-4a02e11cb1b9,There is a cemetery with 199 grave stones.,12 men brought a casket.,12 men put the casket in the ground.,Men and women wept together.,They rejoiced at the sight.,They mourned for losses.,2,There is a cemetery with 199 grave stones. 12 men brought a casket. 12 men put the casket in the ground. Men and women wept together.,The cemetery had a cemetery for all of the stones.,0.4,0.0,1,"['The cemetery had a cemetery for all of the stones.', 'They rejoiced at the sight.', 'They mourned for losses.']","(0.09604658, 0.118351, 2)",0.096046581864357,0.11835099756717682,2
397,af7b1f70-856a-4394-92f1-ecc901678956,Joe felt confident going into his boxing match.,He dominated the first four rounds.,He got hit with a left hook that cut his eye in the fifth.,The last seven rounds were a back and forth affair.,Joe eventually won the fight.,Joe finished the fight with no cuts or injuries.,1,Joe felt confident going into his boxing match. He dominated the first four rounds. He got hit with a left hook that cut his eye in the fifth. The last seven rounds were a back and forth affair.,Joe was knocked out by a lone boxer.,0.8,1.6,2,"['Joe was knocked out by a lone boxer.', 'Joe eventually won the fight.', 'Joe finished the fight with no cuts or injuries.']","(0.64921457, 0.57931423, 1)",0.6492145657539368,0.5793142318725586,1
398,0a17cbf9-397b-4382-9ce0-0fd835626775,The nastiest thing happened to Jimmy.,He picked up a bag of potato chips from his bedroom floor.,"On his way out the door, he ate some chips.","Outside, his friend said, why are there ants crawling on your bag?",Jimmy felt sick to his stomach.,Jimmy ate another chip from the bag.,1,"The nastiest thing happened to Jimmy. He picked up a bag of potato chips from his bedroom floor. On his way out the door, he ate some chips. Outside, his friend said, why are there ants crawling on your bag?","Jimmy said, you have to eat the chips?",0.0,3.2,2,"['Jimmy said, you have to eat the chips?', 'Jimmy felt sick to his stomach.', 'Jimmy ate another chip from the bag.']","(0.4986959, 0.71784794, 2)",0.49869590997695923,0.7178479433059692,2
399,d88e0944-c71a-4c76-b100-44e42247fb1d,My son participated in a cub scout toy car derby.,Father and son teams designed small matchbox cars.,Some teams designed fancy cars.,"We designed a simple car, which actually won the derby.",My son and I did not do well.,My son was happy that we won.,2,"My son participated in a cub scout toy car derby. Father and son teams designed small matchbox cars. Some teams designed fancy cars. We designed a simple car, which actually won the derby.",We were very proud of ourselves.,0.0,0.0,2,"['We were very proud of ourselves.', 'My son and I did not do well.', 'My son was happy that we won.']","(0.21946761, 0.37885097, 2)",0.21946761012077332,0.3788509666919708,2
400,c5c0be96-86bb-43f7-8c71-f1c475cedf65,Brian tried out for the hockey team this year.,Unfortunately he did not make the team.,The coach said that he needed to be faster on skates.,Brian spent all winter working on his speed skating.,He eventually made the team.,He decided not to try out for the team.,1,Brian tried out for the hockey team this year. Unfortunately he did not make the team. The coach said that he needed to be faster on skates. Brian spent all winter working on his speed skating.,He finally got better and made the team.,3.6,0.4,1,"['He finally got better and made the team.', 'He eventually made the team.', 'He decided not to try out for the team.']","(0.7667888, 0.5911196, 1)",0.7667887806892395,0.5911195874214172,1
401,d32397e1-f5c8-4e0a-923b-b941a169a888,Harry really wanted to see the new Star Wars movie.,He waited in line at the box office on opening day.,He was able to buy a ticket for himself.,He watched the entire movie.,Harry was glad he saw the movie with his friends.,Harry really liked the movie.,2,Harry really wanted to see the new Star Wars movie. He waited in line at the box office on opening day. He was able to buy a ticket for himself. He watched the entire movie.,He was happy to see it.,3.2,3.2,2,"['He was happy to see it.', 'Harry was glad he saw the movie with his friends.', 'Harry really liked the movie.']","(0.36349487, 0.17856011, 1)",0.363494873046875,0.17856010794639587,1
402,942054b7-4c71-441e-ab8a-83e413c79604,Mark was starting a new job the next day.,He was nervous about being around so many strangers.,He barely slept any the night before due to anxiety.,When he entered the building he was greeted warmly by many people.,"He was fired that same day, and walked out of the building.",He realized he would fit in perfectly at the new job.,2,Mark was starting a new job the next day. He was nervous about being around so many strangers. He barely slept any the night before due to anxiety. When he entered the building he was greeted warmly by many people.,He was relieved to find he was not alone at all.,0.8,1.6,2,"['He was relieved to find he was not alone at all.', 'He was fired that same day, and walked out of the building.', 'He realized he would fit in perfectly at the new job.']","(0.2494699, 0.2796269, 2)",0.24946990609169006,0.27962690591812134,2
403,4bc45635-2e6f-4bd1-bbfc-c66db6521b7b,Ellen had a baby daughter who slept in a crib in her own room.,"One morning Ellen did not hear her baby fussing, so she went to check.",Her daughter was not moving or breathing!,Ellen called the police in a terrible panic.,Ellen was horribly afraid.,Ellen felt really calm.,1,"Ellen had a baby daughter who slept in a crib in her own room. One morning Ellen did not hear her baby fussing, so she went to check. Her daughter was not moving or breathing! Ellen called the police in a terrible panic.",The police told her her baby was in the wrong room and was fine!,0.0,0.0,2,"['The police told her her baby was in the wrong room and was fine!', 'Ellen was horribly afraid.', 'Ellen felt really calm.']","(0.06392525, 0.094492644, 2)",0.06392525136470795,0.09449264407157898,2
404,0c555fc3-d387-49b2-80a5-6c02ca258565,Pearl collected CDs with ugly cover art.,She prized a jazz CD with two dolphins photoshopped together.,Her sister stole the CD while angry with her.,Pearl's heart sank and she implored her sister to return it.,Pearl's sister hoped to please her.,Pearl's sister was seeking revenge.,2,Pearl collected CDs with ugly cover art. She prized a jazz CD with two dolphins photoshopped together. Her sister stole the CD while angry with her. Pearl's heart sank and she implored her sister to return it.,"Luckily, her sister agreed and Pearl was able to get the CD.",1.6,0.8,1,"['Luckily, her sister agreed and Pearl was able to get the CD.', ""Pearl's sister hoped to please her."", ""Pearl's sister was seeking revenge.""]","(0.45125622, 0.41052747, 1)",0.4512562155723572,0.41052746772766113,1
405,063223d1-69ca-4296-baa6-295672e57351,Anna went to the beach.,"The tide drew out, and she saw a tide pool.","She went to inspect it, and she was amazed at all the life in it.","There were fish, sea urchins, starfish - it was incredible!",Anna watched the sea life and thought about the wonder of nature.,Anna felt disappointed by her trip to the shore.,1,"Anna went to the beach. The tide drew out, and she saw a tide pool. She went to inspect it, and she was amazed at all the life in it. There were fish, sea urchins, starfish - it was incredible!",Anna decided to go back the next time the tide came out.,0.4,0.4,2,"['Anna decided to go back the next time the tide came out.', 'Anna watched the sea life and thought about the wonder of nature.', 'Anna felt disappointed by her trip to the shore.']","(0.37091285, 0.54840803, 2)",0.3709128499031067,0.548408031463623,2
406,1375cd8a-0967-465e-b190-b445d9f76bf5,Brianna complained bitterly when her family went camping.,It would ruin her hair and nails and there was no tv.,"However, she forgot these things when she tasted her first S'MORE.","Munching her treat, she gazed at the huge, starry sky in awe.",Brianna hated s'mores.,Brianna loved s'mores.,2,"Brianna complained bitterly when her family went camping. It would ruin her hair and nails and there was no tv. However, she forgot these things when she tasted her first S'MORE. Munching her treat, she gazed at the huge, starry sky in awe.",She was so happy to have a new favorite beverage!,0.0,0.4,2,"['She was so happy to have a new favorite beverage!', ""Brianna hated s'mores."", ""Brianna loved s'mores.""]","(0.076182745, 0.13826856, 2)",0.07618274539709091,0.13826856017112732,2
